City Christmas - Free Search & find concealed and hidden objects in the cities,Free Hidden Object Games : City Christmas - seek missing objects & hidden pictures in this pocket puzzle game,same
City Zoo - Free Search & find concealed and hidden objects among the animals,Find Hidden Objects : City Zoo - a searching finder game to seek hidden object,same
City of West Hollywood Official App,West Hollywood Official App,same
Citymapper - New York and London - the Ultimate Transit app,"Citymapper - New York, London and Paris - the Ultimate Transit App",same
Clash of Clans Guide: House of Clashers - CoC Free Strategies and Tactics,Guide for Clash of Clans: House of Clashers - CoC Free Strategies and Tactics,same
Clash of Tanks: World War 2014,Tank Wars: Battle of 2014,same
Class of Rock - Free Hidden Object Games,Find Hidden Objects : Class of Rock - a searching finder game to seek hidden object,same
Classic Circus,Circus--Classic Circus,same
Classical Music Collection Free HD - cool magic player,Classical Music Collection Free HD - cool magic player (piano violin cell symphony opera master audio hero series),same
Clay Pigeon Hunt - Skeet Shooting,Skeet Hunt - Shooting Sporting Clay,same
Clean Up Car Wash,Clean Up Car Wash－Funny Car Clean Up And Care,same
Clear Clіck Pro,Clear Click Prо,same
Clicking Counter,Clicking Counter - Simple App to Keep Tally,same
ClipSpeed-Make Slow motion video or Fast motion video by adding audio of your choice with our free video speed app,ClipSpeed - Make video Slow or Fast,same
ClipStitch - stitch video and pic together on a clip collage with frames and post it to Instagram,ClipStitch video collage - stitch video and pic together on a clip photo collage with frames and post it to Instagram,same
Closing Calc (PA),PennCalc - The Closing Cost Calculator for Pennsylvania,same
Cloud Caption - Add your own text captions within clouds on top of any photo,Cloud Caption - Add text captions within clouds or boxes on top of any picture.,same
Cloud Power,Cloud Outlet,same
Clumsy Mechanic Laundry:Girls Games,Clumsy Mechanic Laundry - Cute Little Girl&Beauty Salon Design,same
CoKonnect,Cokonnect,same
Coachsamtal,Coaching Sessions,same
CoastCast Live,CoastCast PRO - Listen to Coast to Coast AM,same
Cockroach Smasher - Kill The Roach,Cockroaches Must Die - Tap the ugly bug game,same
Coco Camera,"Coco Camera - Funny your photo,polyvore,furby boom,flappy bird,venmo",same
Code Viewer Pro,Code Viewer - best reader for code,same
Code de la route : auto et moto,Code de la route 2014 : auto et moto,same
Code de la route PermisEcole 2015 HD,Code de la route PermisEcole 2016 HD,same
Coffee Break - Free Search & find concealed and hidden objects in a cafe,Hidden Object : Coffee Break - find hidden objects and spot the difference to solve puzzles while searching for missing objects,same
Coffee Stop - Find Hidden Objects,Hidden Object : Coffee Stop - find hidden objects and spot the difference to solve puzzles while searching for missing objects,same
Coin Box App,Coin Box : Classic Edition,same
CoinFeed,"CoinFeed — Check your Bitcoin, Dogecoin, Litecoin and more cryptocurrencies at a glance.",same
Coisas,Coisas Que Eu Não Preciso Mais,same
Collage Master,Collage Master: Photo Collage Maker & Picture Frames & Ripple Slideshow,same
College Basketball News and Rankings,avLive - College Basketball,same
CollegeCloud,北美留学生报,different
Colombia Offline Map,Colombia Offline Map - PLACE STARS,same
Color Blaze - Turn your pictures into stunning Art,"Color Blaze - Pimp your Photo, Spice up your Pictures",same
Color Blaze HD - Photo and Picture FX,Color Blaze HD - Pimp Your Photo and Picture,same
Color Book for Spongebob,Color Book for Spongebob Squarepants,same
Color Book for Winx,Color Book for Winx Club,same
Color Me Mine,Color Me Mine Silver Spring,same
Color Photo Edit - the foto fx editor,Color Photo Edit - the mega foto fx tilt cartoon editor,same
Color Rush +,Color Rush - The crazy Stroop effect,same
Color Sense Casual - Seek the Different Shade,Color Sense Casual - Spot the Difference & Find Out the Different Colors Block,same
Color Splash Wallpaper HD,Color Splash Wallpapers HD,same
Color Splurge - Color and Recolor Effects,Color Splurge - Splash your photo with selective grayscale colour and recolor effects for instagram and gmail,same
ColorTime Photo Editor: Real-Time Image Editing.,ColorTime 2.0,same
Colorado/Denver Travel Traffic (I-75/I-25) NOAA All-In-1 (Offline Travel Guide),Colorado/Denver Travel Traffic Cameras/Road Alerts and Conditions (I-75/I-25) NOAA All-In-1 (Offline Travel Guide),same
Colorful Balloons for kids,Balloon Crush Plus - Tap & Pop Balloons Challenge Game,same
Coloring Book for New Year 2014 & Christmas,Coloring Book for Shrek,same
Coloring Pages with Animals for Girls & Boys,"Coloring Pages with Animals for Girls & Boys - Painting Sheets with Tomcat, Hamster & Hippo for Kids",same
Comedy Movie Database,Comedy Movie Database (with trailers),same
Comet Fall XL Free,Comets and Asteroids Free,same
Comet Fall XL,Comets and Asteroids,same
Comets Fall Free,Asteroids and Comets Free,same
Comets Fall,Asteroids and Comets,same
Comic Lagoon for iPad,Comic Reader for iPad,same
ComicStrips Pro,Comic & Meme Creator Pro,same
ComicStrips,Comic & Meme Creator,same
Community First Credit Union Mobile Baniking,Community First Credit Union Personal Mobile,same
Community Voice,Community Softphone - Voice Calls Supported,same
CompTIA Bundle Security+ SY0-401 and Network+ N10-005,CompTIA Bundle Security+ SY0-401 and Network+ N10-006,same
Company,Radio Company,same
Compass Professionalᴴᴰ,Compass Free App,same
Complete Guide and Walkthrough for Lego The Lord of The Rings-Unofficial,Guide+Cheats for Lego Marvel Super Heroes & Lego The Lord of The Rings(Unofficial),same
Computer Quiz Multiplayer,"Computer Quiz Multiplayer - Challenge your Facebook, Twitter friends. Contains Internet Quiz, Hardware Quiz, Software Quiz, Memory Quiz, Graphics Quiz, Apple Quiz, Mobiles Quiz, Tablet Quiz, Network Quiz.",same
Concierge byGMO -出張・観光・駐在する日本人向けの現地発上海・北京・大連・香港の中国情報アプリ,Concierge byGMO,same
Concrete Calculators 11 in 1! - Professional Grade (Designed for iOS 7),"Pro Guide for 2K14 – Tips & Tricks, Achievements, MyPlayer Mode, Best Teams & Players AND MORE!!",different
Concrete Defense - Standalone 3D World War 2 Tower Defense,Concrete Defense - Standalone 3D World War 2 Tower Defense Game,same
Congrès JESFC 2013,Congrès JESFC 2014,same
ConnachtClan,Connacht Clan,same
Consonant Blends and Digraphs,Pocket Charts! Consonant Blends and Digraphs,same
Contact Lock Screen Wallpaper Maker,Contact Lock Screen Wallpaper,same
Contact[s] 2,Contact[s] - Your Beautiful Address Book,same
Contacts Group Manager for Your Address Book,Contacts Group Manager for Your Address Book Pro HD,same
Cookbook Finder - cookbook-rating app,"CookShelf, the cookbook-rating app",same
Cookbooth. Photo recipes by chefs and food lovers.,Cookbooth. Photorecipes by chefs and food lovers.,same
Cooking Games - Donuts,Donuts Maker - Cooking Games,same
Cool Alien Holiday Doctor,Cool Alien Home Care Little Doctor,same
Cool Best Videos for Vines APP- Share and Enjoy funny time with your friends and family,Cool Best Clips for Vine APP - Watch Vines Videos + Tags for Likes - Upload Play Film + Instagram Followers - Sex Videos + Funny Pranks,same
Cool Clumsy Monster Dentist Office,Cool Clumsy Monster Dentist Office - Little Cute Kids Doctor,same
Cool Manager,Cool Manager Torrey,same
Cool Monsters and Zombies Match 3 Stickers Games Free,Match 3 Doodle Monsters and Zombies Mega Jumping Games For Kids,same
Cool T-Shirt Store Plus App by Wonderiffic™,Cool T-Shirt Store Plus App by Wonderiffic®,same
Cool Zombie Dentist Office - Snowman Doctor Kids Games,Cool Zombie Dentist Office - Little Doctor Play Free,same
Copenhagen Cooking Festival 2013,Copenhagen Cooking Festival 2014,same
Cops N Robbers (FPS) - Mine Mini Game With Minecraft Skin Exporter (PC Edition) & Survival Multiplayer,Cops N Robbers (FPS) - Mine Mini Game With Survival Multiplayer,same
Cops N Robbers (Jail Break) - Mine Mini Game With Minecraft Skin Exporter (PC Edition) & Multiplayer,Cops N Robbers (Jail Break) - Mine Mini Game With Survival Multiplayer,same
Cops N Robbers Block Edition,Cops N Robbers Block Edition Game,same
Coquitlam PAL,Coquitlam Arrival,same
Corporate Coffee Systems,CorpCoffee,same
Corundum Professional,Corundum Developer,same
Cosmo Meme -Create the Funniest Memes!-,CosmoMeme-Create the Funny Memes!-,same
Costa_Rica Map,Costa Rica Map,same
Count-A-Licious Toddler Lite,Count-A-Licious Free: Learn Number Writing with Tracing Games & Counting Songs for Toddlers,same
Count-A-Licious Toddler: Numbers and Counting,Count-A-Licious Toddler: Learn to Write & Trace Numbers with Counting Games for Kids,same
Countdown Days HD,Big Days Countdown Events,same
Countdown to 2014!,Countdown to 2015!,same
Countdown to an event with pictures (PRO)- countdown the days until Christmas,"Big Countdown: important days, events and occasions PRO",same
Countdown to an event with pictures- days to Christmas,"Big Countdown: important days, events and occasions",same
Counting and Addition ! Math educational games for kids in Preschool and Kindergarten by i Learn With,Counting and Addition for Preschool and Kindergarten,same
Country Facts 2013,Country Facts 2014,same
Country Fest 2013,Country Fest 2014,same
Country Music Sounds Pro,Country Music Sounds Pro : Become a Country Music Artist,same
Country Music Sounds,Country Music Sounds : Become a Country Music Artist,same
Country Quiz English,Country Quizz,same
County Market Shopping,My County Market,same
Cow Plain Fish Bar,Cowplain Fish Bar,same
Craft Combine - Crafting Game About Mining Pixel Blocks.,Craft Combine - Crafting Game About Mining Pixel Blocks and Scoring Combos!,same
Craftmann,"CRAFTMANN Консультант Batteries - для торговли, ремонта, обслуживания и грамотной эксплуатации литиевых Li-ion, Li-Pol аккумуляторов.",same
Cram Lite,Cram L,same
Crazy Dentist Free-Kids GameHD,Crazy Dentist Free-Kids Game HD,same
Crazy Monster Match Up Clasp - An Awesome Scary Puzzle Game for All,Monsters Clasp - An Awesome Scary Puzzle Match Three Game,same
Crazy Pet Doctor's Office - little baby vet nose & eye care doctor games for kids,Crazy Pet Doctor's Office - little baby vet nose & eye pets care doctor games for kids,same
Crazy Pirate Treasure Slots,Crazy Pirate Treasure Slots - Be Progressive and Plunder is our Creed,same
CrazyJungleRide,Crazy Jungle Ride - Animals Gone Wild - *FREE*,same
Create and order your LEGO® version mosaic,Create and order your LEGO® mosaic,same
CreditBank Online Banking,Creditbank Online Banking,same
Creditera,Creditera- Personal and Business Credit Monitoring,same
Crimes Against Manatees - A Card Game of Terrible Things,Manslaughter - a card game of terrible things,same
Crimson China - Free Search & find concealed and hidden objects in a strange new land,Free Hidden Object Game : Crimson China - sort through and find objects & items in hidden scenes,same
Crocodiles Hunting: Pond Yummy Crocodile Crossing,Crocodile Lake: Saving Ducks,same
Cross Driven Radio,Beats and Eats Comedy Show,different
CrossFit Cape Ann,CFCA,same
Crosspoint Community Church,this is revolution,different
Crossy Lake,Crosby Lake: Adventure capitalist,same
CrowdComfort Users,CrowdComfort,same
Cruise Ship - Free Search & find concealed and hidden objects in the sea,Free Hidden Object : Cruise Ship - We hide it & you spot it to find missing objects,same
Crunch – Vote on photos and beat the clock,Crunch - Probably the most fun you'll ever have,same
Crush Picker - Hollywood Celebrity Game?,Hollywood Crush Picker - Celebrity Star Clicker Cinema Tap Game,same
Crush Picker - Who Would You Rather Hollywood Celebrity Hottie?,Crush Picker - Hollywood Celebrity Game?,same
Crush Picker 2 - Hollywood Celebrity Who Would You Rather?!,Crush Picker 2 - Hollywood Celebrity Game?!,same
Cube Emoji - FREE Stickers for Minecraft,Cube Emoji - FREE Stickers for Minecraft & Whatsapp,same
Cubix Rubik Brain Training Game,Block Touch Blitz - Top Games Addictive Apps,different
Curious for iPhone,Curious.com,same
Currency Converter Know Rates,"Currency Converter ""Know Rates""",same
Cushman&Wakefield,Cushman & Wakefield,same
CutTo,CutTo - smart cutter,same
Cute Alien,Freak Run,different
Cute Call Screen Maker - Cartoon animals Special for iOS7,Cute Call Screen Wallpaper Maker - Cartoon animals Special for iOS 7,same
Cuter Dragon,Cute Dragon-Funny Dress Up&Sweet Animal,same
Cyberace-赛跑乐,"Cyberace-a pro-running app with greatest fun,training plan, coach, fit, heath, calorie, all in cyberace",same
Cyclo iS - ein leistungsfähiger Fahrradcomputer,Cyclo iS Tour - ein leistungsfähiger Fahrradcomputer für Radtouren und -reisen,same
CynergiesHD,Cynergies HD,same
Czech Republic Offline Map,Czech Republic Offline Map - PLACE STARS,same
D-TokuNews ~Deliver an RSS news article of the site,D-TokuNews〜Anime/Manga/Game/Health/Beanty/2ch articles look〜,same
D-TokuNews〜Anime/Manga/Game/Health/Beanty/2ch articles look〜,2ch News〜Anime/Manga/Game/Health/Beanty/2ch articles look〜,same
D4B,D4B by LIXIL,same
DACF地材展,DomotexAsia,different
DC Calculator,DCCalculator,same
DEEP - Knowledge Done Right,"DEEP - Celebrity, Entertainment, Movies, TV, Gossip & News",same
DIE AOK PLUS ZAHNMONSTER APP,DIE AOK PLUS KARIESKOBOLDE APP,same
DIY BE,DIYBE Body Energy,same
DJ Quicksilva,Quicksilva,same
DJI Phantom Flight (POI/Orbit/GS/FollowMe/CircleFlights),DJI Phantom Flight App,same
DL Music free音楽ダウンロード無料アプリ,無料音楽のMusic DL Free!～初心者でもタダで音楽・曲をダウンロードできる完全無料楽曲アプリ～for iPhone,same
DMD 360,DMD Panorama,same
DNA p/b Plan 7,DNA Cycling p/b K4,same
DNCMobile,东研移动学习,different
DOCO热纪录HD,Doco纪录影院,same
DOT and Transportation Regulations (Title 49 Code of Federal Regulations - Transportation),49 CFR - Transportation (Title 49 Code of Federal Regulations),same
DOTmed Business News,DOTmed HealthCare Business News,same
DOWN (OFFICIAL),"DOWN - Safe, Anonymous Dating In Your Social Network",same
DTV Game Changer Matrix,DTV Game Control Matrix,same
DTV Game Changer,DTV Game Control,same
DW News,NITAS - Doctor Who News,same
DWZ App,DSB App - Offizielle App des Deutschen Schachbundes,different
Dad's Prayers,Dad's Prayers - a Christian Prayer app,same
Daily Birthday Cards,Daily birthday cards and invitations,same
Daily Cards for Lovers,Romantic valentine invitations and photo frames,different
Daily Erotic Love Sex Career Horoscope 2016,Daily Erotic Love Horoscope 2016,same
Daily Offers,Daily Offers - Supermarket Grocery Offers,same
Daily Postcard - World Famous City,Send Travel Postcard,same
Daisy Quest FREE - Jetpack Hunter Saga,Daisy Quest FREE - A Pretty Girl Fantasy Tale with Magical Jetpack Hunter Saga by Uber Zany,same
Daisy Quest Pro - Jetpack Hunter Saga,Daisy Quest PRO - A Pretty Girl Fantasy Tale with Magical Jetpack Hunter Saga by Uber Zany,same
Dance Energy,Music Dance,same
Dapp the App Creator - Make and learn how to create your own app,Dapp the App Creator - Make and learn how to create your own iPhone and iPad apps,same
Dark Ages 2,Dark Ages 2 – City Building & Empire War Game,same
Dark House Find Hidden Object,Find Hidden Object : Dark House - Search Hidden Scenes to Find Differences in Objects,same
Dark Revelations,Antipathy: Dark Revelations,same
Dark-Skinned Divas,Just Call Me Wah?,different
Darts Pro 2: Target Shooting Challenge,Dodge the Dots: Target Shooting Challenge,same
Das Auto. Magazine (UK),Das Auto. Magazine,same
Dasher Dan FREE - Zombie Monkey Island,Dasher Dan FREE - Zombie Monkey Island with Clumsy Minion Crush by Uber Zany,same
Dasher Dan Pro - Zombie Monkey Island,Dasher Dan Pro - Zombie Monkey Island with Clumsy Minion Crush by Uber Zany,same
Data Manager Pro - Data Usage & Speed Management,Data Manager Pro - Internet Data Usage Management,same
Data Manager Pro - Internet Data Usage Management,Data Manager Pro - Data Usage & Speed Test,same
Data Transfer,Files n Folders (Transfer & Manage),same
Database for Call of Duty: GHOSTS ™,"Database for Call of Duty: Ghosts™ (Cheats, Guides, Hints, Tips, Tricks, Strategies and Weapons for CoD: Ghosts™)",same
Database for Hearthstones™,Database for Hearthstone: Heroes of Warcraft™,same
Databass - Trailer,Databass,same
Datalove - Your Number Journal,Datalove - Stats Tracker,same
Date Label -Add beautiful date label to your picture,Date Label -Add beautiful date label to your photo,same
Dave Mustaine: Guitar Prodigy,Dave Mustaine: Rock Prodigy,same
David D Reed,D REED,same
Day After Sandy - Free Hidden Object Game,Hidden Object : Day After Sandy - find hidden objects and spot the difference to solve puzzles while searching for missing objects,same
Day D Time Mayhem,Day D Time Mayhem HD,same
Day Spa - Free Hidden Object Games,Free Hidden Object Games : Day Spa - seek missing objects & hidden pictures in this pocket puzzle game,same
Dayal pro Badminton racquet 1,Dayal pro Badminton Racquet1,same
Dayboard - Social Photo Journaling,Dayboard - Social Photo Journal,same
Daylapse,Daylapse - Remote control time-lapse video,same
Daňový kalendář 2013,Daňový kalendář 2014,same
De Arte Hair Salon,De Arte Hair Studio,same
De Particulier à Particulier,PAP - annonces immobilier de vente location de maisons et appartements,different
De-Faced,Refaced - Face Replacer,same
Dead Asylum - Free Search & find concealed and hidden objects in the dead asylum,Hidden Object : Dead Asylum - find hidden objects and spot the difference to solve puzzles while searching for missing objects,same
Dead House - Free Search & find concealed and hidden objects among the haunted spirits around you,Find Hidden Object : Dead House - search hidden scenes to find differences in objects,same
DealerSocket Mobile CRM,DealerSocket SalesCRM,same
DealerSocket Mobile Service,DealerSocket ServiceCRM,same
Dear - Meet Someone New Everyday,"Dear - Meet new people, on demand.",same
Declaratie,Declarations,same
Declare Your Love by Moët & Chandon Rosé Impérial HD,Moët Rosé Impérial Photo App,same
Declare Your Love by Moët & Chandon Rosé Impérial,Moët Rosé Impérial Photo Ipad App,same
Deep Blue Sea - Free Search & find concealed and hidden objects under a beautiful sea,Free Hidden Object Game : Deep Blue Sea - sort through and find objects & items in hidden scenes,same
Deep Sea Jumper FREE - Blue Ocean Hunter Paradise,Deep Sea Jumper FREE - Blue Ocean Hunter Jelly Fish Paradise Rush by Uber Zany,same
Deep Sea Jumper PRO - Blue Ocean Hunter Paradise,Deep Sea Jumper PRO - Blue Ocean Hunter Jelly Fish Paradise Rush by Uber Zany,same
Deep Sea Rings HD,Deep Sea Rings－pets coming,same
Deep Sea Rings－pets coming,Deep Sea Rings HD,same
Deloitte C4Edge,Deloitte C4Edge EdgeMap,same
Delta State,OkraMobile,different
Denali Alaskan Mobile Banking,Denali FCU Mobile Banking,same
Dental Diamonds,"Dental Diamonds - Grillz Pro Celebrity Gangster Rapper Bling Editor - Add Jewelry, Gold and Chains to Photos to Make Teeth Shine and Look Like a Thug!",same
Dental Sleep Medicine Study App 1.0,Dental Sleep Medicine Study App 2.0,same
Dental Sleep Medicine Study App 2.0,Dental Sleep Medicine Study App 2.1,same
Dental TxPlan(Pro.)－Traditional Chinese Version,E-Dentist－Traditional Chinese Version,same
DeokBongSeoWon,DeokBong SeoWon(360degree VR),same
DeployIt!,DeployIT!,same
Dermosocpy Two Step Algorithm,Dermoscopy Two Step Algorithm,same
DesignKichinTimer,DesignKitchenTimer,same
DetailingAndCleaning,Nash's detailing and cleaning.,same
Detektif Conan (Bahasa Indonesia),"Komik Detektif Conan (Full, Indo)",same
Deutsche Feiertage - Freie Tage in Deutschland,Deutsche Feiertage - Kalender für 2016 in Deutschland samt Bundesländer zur Urlaub und Ferien-Planung,same
Dhun: The world's first Bollywood music social,"Dhun: The world's first Bollywood, Kollywood and Tollywood Desi music social",same
Dia a Dia Panama,Dia A Dia Panamá,same
Diabetes & Endocrinology (Understanding Disease Series) Focus Apps,Diabetes & Endocrinology (Understanding Disease Series),same
Diafilmy - HD,Диафильмы HD,different
Diamond Expert,"Diamond Expert - Certified GIA, AGS, EGL, and IGI Diamond Prices in Real-Time",same
Diamond Thief - Free Search & find concealed and hidden objects in this fun game,Free Hidden Object Games : Diamond Thief - seek missing objects & hidden pictures in this pocket puzzle game,same
Diary & Notes,Diary & Note - What is happening in your life? Capture your day in this diary!,same
Diary Picture,Picture Diary - What is happening in your life? Capture your day in this diary!,same
Dictionary & Translator Box.,"Dictionary Box, Offline Translator, Pronunciation, Image Search & Flashcards.",same
Dictionary English <-> French CONCISE by PONS,Dictionary English <-> French CONCISE,same
Dictionary English <-> German STANDARD by PONS,Dictionary English <-> German STANDARD,same
Dictionary English <-> Russian CONCISE,PONS Compact Dictionary English <-> Russian,same
Dictionary English <-> Spanish CONCISE by PONS,Dictionary English <-> Spanish CONCISE,same
Dictionary French <-> German CONCISE by PONS,Dictionary French <-> German CONCISE,same
Dictionary German <-> English CONCISE by PONS,Dictionary German <-> English CONCISE,same
Dictionary Greek <-> German CONCISE by PONS,Dictionary Greek <-> German CONCISE,same
Dictionary Italian <-> German CONCISE by PONS,Dictionary Italian <-> German CONCISE,same
Dictionary Spanish <-> German CONCISE by PONS,Dictionary Spanish <-> German CONCISE,same
Die Schwester - Der Pfleger - epaper,Die Schwester - Der Pfleger – epaper – Die führende Fach-Zeitschrift für Pflege von der Bibliomed-Medizinische Verlagsgesellschaft,same
Die neue Frau - epaper,"Die neue Frau - epaper - die Zeitschrift berichtet über die Prominenten aus Showgeschäft, Film und Fernsehen, Sport und Adel vom Klambt-Verlag",same
Digi Logo,DigiLogo,same
Digi-Key,"Digi-Key - Electronic components, parts, datasheets & more",same
Digital Visual Radio,GO Listen,different
Dimensiva,Dimensiva - 3D Camera,same
Dino Baby Jump Story – A Fun Dinosaur Jumping Game FREE,Dino Baby Jump Story – A Cute Friendly Prehistoric Dinosaur Jurassic Jumping Safari FREE,same
Dinosaur Builder - Dinosaurs Preschool Learning Shape Puzzle Game Free,Dinosaur Builder Free - Preschool and Kindergarten Educational Dino Learning Shape Puzzle Adventure Game for Toddler Kids Explorers,same
Dinosaur Builder - Dinosaurs Preschool Learning Shape Puzzle Game,Dinosaur Builder - Preschool and Kindergarten Educational Dino Learning Shape Puzzle Adventure Game for Toddler Kids Explorers,same
Dinosaur Dream,Dallas The Dinosaur's Dream Diary - from Dallas Clayton,same
Dinosaur Rampage - The Land Hunter,Dinosaur Rampage Assault FREE - The Stone Age Prehistoric Dino Hunt Game,same
Direct Connect broadband coverage,breiband.no,different
Dirt Masters,Hill Climb Racer - Dirt Masters,same
Disco Couple HD - Dancing with song melody - Dancing with the Star - The best 3d game show for music and dance,Manga Melody,different
Disco Couple Lite - Dancing with song melody - The best 3d game show for music and dance,Hot Step,different
Disco Couple Pro - Dancing with song melody - The best 3d game show for music and dance,Manga Melody Pro,different
Disco Kid Free - Dancing with song melody-The best 3d show for kids,Disco Kid Free - Dancing with song melody- The best 3d game show for music and dance,same
Disco Kid Lite - Dancing with song melody - The best 3d game show for music and dance,Anime Rythmes,different
Discover Animals,Discover Animals - Educational Game for Kids,same
Discovery Kids Activity Book - Doki Explores the Ocean,Discovery Familia Activity Books - Doki Explores the Ocean,same
Disk Ring,FolderStat Pro,different
Disky - Are You Fast Enough?,Air Hockey Mania - Disky,same
Disponivel.com,Available.me,different
Distiller – The Liquor Expert,Distiller – Your Personal Liquor Expert,same
Ditto - Get Real,Ditto - Be You,same
DivX Stash,Stash.it,same
Divan Of Hafez HD,Divan Of Hafez,same
Diver Dash - Holiday Special,Diver Dash,same
Diversion - Holiday Special,Diversion,same
Diversion bajo el mar,Huggies Diversión bajo el mar,same
Diät-Rezepte - 7 Tage Schlankprogramm,Diät-Rezepte - 7 Tage Schlank-Kur zum Abnehmen,same
Dobizz Trace,Dobizzz Trace,same
Dodo Paradise,Jetpack Dodo Wonderland ( Winter Special ),different
Dogscout GbR,unser-tierladen,different
Doki Explores Space,Discovery Familia Storybooks - Doki Explores Space,same
Doki Sports Discovery Kids Storybook,Discovery Familia Storybooks - Doki Sports,same
Doll save grandpa(kid baby free doll games),Doll save grandpa,same
Dominica Offline Map,Dominica Offline Map - PLACE STARS,same
Done! - GTD task & todo list manager,Done! - To-Do List & Time Manager,same
Done! GTD task & todo list manager,Done! - GTD task & todo list manager,same
DoneGood,DoneGood - Businesses and events doing good for people and the planet in Greater Boston,same
DooWapp,DooWapp - Music Messaging ( a Telegram client),same
Doodle With Buddies : Fun Social Multi-player Drawing and Guessing Free Game,Doodle With Buddies : Fun Social Multi-player Drawing and Guessing Free Addicting Game to Play Family and Friends,same
Doodle on Video Square - Draw Color Doodles Text and Mustache on Videos for Instagram,Draw on Video Square - Paint Sketching and Drawing Funny Colors Doodles Captions Handwriting and Shapes on Videos for Instagram,same
Dooo Business,Dooo Wellness,same
Doorman Delivery,Doorman - Delivery for Online Shopping,same
Doors - Free Hidden Object Game,Find Hidden Object : Doors - search hidden scenes to find differences in objects,same
Dopest,DPST,same
Doppelkopf Online,Doppelkopf Online Doko,same
Doska.tv,Глобальная доска объявлений Doska.tv,different
Dota 2 Metrics [PRO],Dota Metrics [PRO] for Dota 2,same
Dota 2 Metrics,Metrics for Dota 2,same
Dota 2 for fans: Quiz and best HD wallpapers in one FREE app!,Dota 2 for fans: Quiz and best HD wallpapers for legendary heroes!,same
Double Juggle Birds,Dashy Crashy Bird,same
Dove Self-Esteem,Dove Photo Booth,same
Dr. Panda’s Hospital,Dr. Panda Hospital,same
Dr. Storage Pro,Dr. Storage Pro - Cache Cleaner,same
DraftKings,DraftKings – Play Daily Fantasy Sports For Money,same
Dragon Era - Slots Adventure (RPG),Dragon Era - Slots Card Battle RPG,same
Dragon Land-Punish,Dragon Land Splendor - Fire Ball Punish The Invading Knight,same
Dragon Realms,Legends At War,different
Dragon Tale - Adventure Game with Dragons for Kids,Dragon Tale - Shmup (Shoot 'em Up) Arcade Adventure Game,same
DragonBall Jewels Crush & Horoscope-A very popular casual puzzle match-2 free games,DragonBall Jewels Crush & Horoscope-A very popular casual puzzle match-2 free physical games,same
Draw and Paint from Photos,EasyDrawing,same
Draw and share it!,Draw and Share it!,same
Drawcam.,cam.,same
Drawing Pad!,Adventures of Bubble Guppies : Coloring Book,different
Drawings & Paintings HD Wallpapers,Manga - Drawings & Japanese Paintings HD Wallpapers,same
Dream Fast Food Memory Matches game,Dream Fast Food Match 3 Puzzle Adventure,same
Dream Saver free,Dream Saver free-Dream Saver-Time machine for tracking your goal process.,same
Dream Saver,Dream Saver-Time machine for tracking your goal process.,same
Dreamwolrd,Dreamworld Φ,same
Drei by Etter,Etter Drei,same
Dress Up For Girls,50 Free Dressups for Girls,same
Dress Up Photo Booth- Monster High Edition,Monster High Dress Up Photo Booth,same
Dress Up Photo Booth- Monster High Edition,Monster High Dress Up Photo Booth,same
Dress Up Photo Booth- Monster High Edition,Monster High Dress Up Photo Booth,same
Drillbook Next: Shows and Dotbooks,Drillbook Next: Director Version,same
Drink Timer - Time to drinking,Drink Timer free- Daily water & water reminder & water clock,same
Drinking Game - Truth or Dare ( Alcohol Edition ),Drinking Game- Truth or Dare (Alcohol Edition),same
Drinkstagram,Drinkstagram - Free Cocktail Recipes,same
DripRate Pro,Infusion,different
Drive Fit Educator,Drive Focus Educator,same
Driving Logs,Driving Logbook,same
Drogas - Emergência & CTI,Drugs - Emergency & ICU,same
DropCoin -为最渴望的事物储蓄,DropCoin -我的储蓄计划！,same
DropCoin,DropCoin -为最渴望的事物储蓄,same
Drudge Report 2013 Free,Drudge Report 2014 Free,same
Drum Kit Plus Live 2D,Drums of the World,same
Drums 2D for Practice,Easy Drum Kit Pro,same
DsuperieurSoftIde,SoftIde W002,same
Dual Rush,"Dual Rush - Quick Response Independent Pixel Game, Enjoy The Mega Pixel Hero With Endless Run",same
Dub me! - Voice over Videos,Dubme - Voice over Videos,same
Dublin Auto Group DealerApp,Dublin Chevrolet Cadillac KIA Buick GMC DealerApp,same
Duck Hunt Super,Duck Hunt Super by Top Free Games For iPad and Iphone,same
Duck Tales Series,Утиные истории. Сериал,different
Ducks Hate Dogs,Duck Hunter Hero,same
Dude I Shrunk Myself - Free Search & find concealed and hidden objects in the lab,Free Hidden Object : Dude I Shrunk Myself - We hide it & you spot it to find missing objects,same
Duke Nukem Forever Soundboard (DNF Soundboard),Duke Nukem Forever Soundboard + Ringtones (DNF Soundboard),same
Dutch English Dictionary & Translator Box / Engels - Nederlands woordenboek,"Dutch English Dictionary Box, Offline Translator, Pronunciation, Image Search & Flashcards / Engels - Nederlands woordenboek",same
Dutch Oven Helper,Dutch Oven Helper Lite,same
Duvar Kagitlari HD - iOS 7 için duvarkagitlari,Duvar Kagitlari,same
Dwarven Den,Dwarven Den™ - The Mining Puzzle Game,same
DéfiBac Quiz Philo Terminale L/ES/S. Bordas,DéfiBac Quiz Philo Terminale L/ES/S. Bordas,same
Déjà Vu Photographs,Déjà Vu Photos,same
Döviz Kurları : Dolar & Euro,TCMB Döviz Kurları,same
